invoice_id,date,region,category,product_name,units_sold,wholesale_price,retail_price,revenue,inventory_level,damage_units,returned_items,festival_sale,supplier_name,customer_rating
STEEL-13182,2025-07-21,Pune,Plates,Thali Plate,106,105.75,214.03,22687.21,306,0,1,1,"Farmer, Bradford and Bowers",4.1
STEEL-13183,2024-01-10,Delhi,Bowls,Soup Bowl,12,130.13,165.94,1991.23,447,3,2,1,Cooper and Sons,4.9
STEEL-13184,2024-03-23,Delhi,Spatulas,BBQ Spatula,104,296.8,414.9,43149.67,323,2,2,0,Mitchell and Sons,3.1
STEEL-13185,2023-06-10,Hyderabad,Spoons,Tea Spoon,107,177.86,340.04,36384.49,285,5,2,0,Johnson-Lee,4.2
STEEL-13186,2023-10-06,Delhi,Plates,Thali Plate,53,61.49,138.57,7343.98,412,5,3,0,Lopez Inc,5.0
STEEL-13187,2023-05-16,Mumbai,Spatulas,Flat Spatula,148,45.09,55.25,8176.95,494,5,3,1,Barker-Andersen,3.1
STEEL-13188,2023-08-23,Hyderabad,Plates,Thali Plate,111,286.61,606.47,67318.34,278,4,2,1,"Webb, Hayden and Phillips",2.6
STEEL-13189,2025-12-13,Hyderabad,Bowls,Serving Bowl,125,47.19,84.34,10542.09,570,0,1,0,"Smith, Peterson and Smith",5.0
STEEL-13190,2023-09-18,Ahmedabad,Bowls,Soup Bowl,21,70.01,110.4,2318.36,327,3,3,1,"Roberts, Davis and Butler",4.3
STEEL-13191,2026-01-20,Hyderabad,Knives,Kitchen Knife,38,152.74,295.43,11226.17,309,5,2,0,Fleming LLC,3.7
STEEL-13192,2025-03-29,Pune,Forks,Fruit Fork,72,86.36,124.6,8971.34,172,3,3,0,Chavez Ltd,3.1
STEEL-13193,2025-10-27,Delhi,Spatulas,BBQ Spatula,52,286.06,495.62,25772.08,472,5,0,0,Fry-Smith,2.9
STEEL-13194,2026-02-16,Hyderabad,Knives,Fruit Knife,128,245.94,474.17,60694.35,358,1,0,1,"Moss, Sullivan and Jackson",3.2
STEEL-13195,2026-02-11,Hyderabad,Plates,Round Plate,73,78.7,195.41,14265.13,162,4,3,1,"Holmes, Murray and York",2.6
STEEL-13196,2024-04-19,Ahmedabad,Spatulas,BBQ Spatula,14,228.99,466.63,6532.89,214,4,3,0,Henderson-Kennedy,4.5
STEEL-13197,2024-10-17,Hyderabad,Spoons,Serving Spoon,147,40.89,57.24,8414.97,276,4,1,1,"Schwartz, Perez and Parker",3.0
STEEL-13198,2023-08-19,Mumbai,Spatulas,Flat Spatula,140,276.08,439.52,61533.3,194,2,0,1,"Lloyd, Henry and Olson",2.9
STEEL-13199,2023-07-17,Ahmedabad,Spatulas,BBQ Spatula,117,157.81,208.72,24420.32,370,1,1,0,Gillespie-Collins,2.7
STEEL-13200,2024-12-18,Delhi,Spatulas,Cooking Spatula,55,190.83,307.03,16886.48,430,1,3,0,Schmidt-Mcfarland,4.0
STEEL-13201,2025-03-24,Delhi,Forks,Dinner Fork,51,283.55,526.18,26835.22,524,2,3,1,Holland Ltd,
STEEL-13202,2025-12-31,Ahmedabad,Knives,Kitchen Knife,74,209.25,261.99,19387.54,201,1,2,0,"Watts, Butler and Johnson",3.3
STEEL-13203,2025-02-07,Hyderabad,Glasses,Juice Glass,123,145.62,345.27,42467.9,214,4,2,1,Khan Ltd,3.9
STEEL-13204,2026-03-08,Delhi,Glasses,Water Glass,126,78.15,103.34,13021.01,490,0,2,1,Walls-Stout,4.7
STEEL-13205,2025-04-20,Pune,Plates,Round Plate,128,224.53,365.41,46772.48,365,4,1,0,Fitzgerald-Evans,3.5
STEEL-13206,2025-11-12,Mumbai,Glasses,Juice Glass,105,206.82,425.34,44660.95,163,5,3,1,,4.8
STEEL-13207,2024-04-04,Mumbai,Spoons,Dessert Spoon,41,280.6,473.13,19398.31,96,2,1,1,Taylor-Anderson,3.5
STEEL-13208,2024-12-09,Pune,Spatulas,BBQ Spatula,45,34.4,77.79,3500.44,303,0,2,0,Middleton and Sons,3.4
STEEL-13209,2025-08-19,Ahmedabad,Glasses,Juice Glass,75,117.28,144.5,10837.8,147,3,0,1,Gates-Edwards,3.6
STEEL-13210,2024-12-27,Delhi,Spatulas,BBQ Spatula,27,133.26,279.89,7556.92,433,0,1,1,Fields Ltd,4.3
STEEL-13211,2025-03-04,Pune,Spoons,Tea Spoon,121,165.25,292.84,35433.86,578,0,2,0,"Harris, Beasley and Jones",2.7
STEEL-13212,2024-03-07,Pune,Spatulas,Cooking Spatula,100,52.8,89.57,8957.25,153,5,0,0,Campbell and Sons,3.4
STEEL-13213,2025-01-28,Delhi,Forks,Mini Fork,52,45.28,65.18,3389.44,279,0,3,0,"Murphy, Johnson and Aguilar",4.6
STEEL-13214,2024-12-06,Pune,Plates,Thali Plate,145,264.27,377.28,54705.71,636,5,2,0,"Smith, Parrish and Burke",4.0
STEEL-13215,2025-11-01,Pune,Forks,Dinner Fork,86,104.59,219.97,18917.21,567,2,0,0,Wright-Ramos,2.9
STEEL-13216,2023-10-05,Delhi,Bowls,Serving Bowl,80,142.59,237.18,18974.03,138,3,3,1,Williams Ltd,2.8
STEEL-13217,2024-02-24,Hyderabad,Glasses,Tall Glass,39,28.91,37.12,1447.58,391,0,3,0,"Lee, Miller and Wilson",3.0
STEEL-13218,2023-10-28,Delhi,Plates,Steel Plate,70,293.88,727.16,50901.48,159,3,0,0,"Nguyen, Ramos and Luna",3.2
STEEL-13219,2026-03-10,Pune,Knives,Kitchen Knife,87,78.12,161.6,14059.1,168,2,0,0,"Johnson, Miller and Hester",3.8
STEEL-13220,2025-12-14,Ahmedabad,Spoons,Dessert Spoon,136,223.02,348.16,47349.21,186,5,2,0,"Green, Johnson and Wilson",4.2
STEEL-13221,2024-11-20,Mumbai,Plates,Steel Plate,56,163.74,359.36,20124.36,180,0,2,0,"Garcia, Hines and Waters",4.3
STEEL-13222,2023-11-09,Hyderabad,Plates,Thali Plate,138,106.72,217.19,29971.95,239,4,3,1,"Gibson, Rodriguez and Jensen",4.9
STEEL-13223,2025-02-22,Hyderabad,Spatulas,Flat Spatula,7,283.5,431.05,3017.33,298,3,3,1,"Vasquez, Garcia and Collins",2.8
STEEL-13224,2024-01-27,Pune,Plates,Thali Plate,33,121.79,292.92,9666.22,113,2,2,0,"Hernandez, Davis and Mcdonald",3.7
STEEL-13225,2024-08-26,Pune,Glasses,Tall Glass,126,17.16,30.27,3814.33,542,0,0,1,"Strong, Roberts and Martinez",3.2
STEEL-13226,2025-12-27,Mumbai,Spatulas,Cooking Spatula,28,121.18,297.27,8323.47,441,5,0,0,Meyers-Taylor,2.9
STEEL-13227,2024-09-09,Hyderabad,Bowls,Rice Bowl,86,109.48,196.56,16903.76,485,1,2,1,Salazar Ltd,4.3
STEEL-13228,2024-09-01,Mumbai,Knives,Kitchen Knife,43,251.98,435.14,18710.97,397,0,0,0,Charles-Wilson,3.7
STEEL-13229,2024-01-13,Hyderabad,Forks,Fruit Fork,99,72.66,109.86,10876.33,559,4,0,0,"Long, Hayes and Henderson",4.2
STEEL-13230,2024-02-12,Delhi,Spatulas,BBQ Spatula,12,71.27,153.92,1846.99,285,1,1,1,Mcgrath LLC,2.6
STEEL-13231,2025-03-06,Mumbai,Bowls,Serving Bowl,13,95.0,185.28,2408.59,353,3,1,1,"Alexander, Moore and Rodriguez",3.3
STEEL-13232,2025-09-05,Ahmedabad,Forks,Dinner Fork,100,266.53,609.89,60988.64,393,5,2,0,Burns and Sons,4.5
STEEL-13233,2026-02-04,Pune,Forks,Mini Fork,126,252.64,325.92,41066.39,581,0,3,0,"Scott, Curtis and Nguyen",3.2
STEEL-13234,2025-12-19,Pune,Plates,Round Plate,126,136.18,289.95,36533.52,358,5,3,0,Wright-Buckley,
STEEL-13235,2025-04-24,Pune,Forks,Dinner Fork,94,138.03,263.92,24808.88,155,2,3,1,Nguyen-Richardson,3.6
STEEL-13236,2025-06-01,Delhi,Knives,Fruit Knife,96,31.32,65.81,6318.04,415,2,1,1,"Garcia, Acevedo and Owens",3.9
STEEL-13237,2023-08-14,Hyderabad,Glasses,Tall Glass,45,138.83,221.26,9956.8,264,2,2,0,"Adams, Wilson and Mcdonald",4.3
STEEL-13238,2024-07-29,Mumbai,Bowls,Rice Bowl,100,199.95,271.13,27113.48,364,0,0,1,Scott-King,4.7
STEEL-13239,2026-03-04,Mumbai,Glasses,Water Glass,119,268.83,574.65,68383.75,484,4,3,0,"Meyers, Bruce and Church",3.8
STEEL-13240,2025-09-09,Delhi,Forks,Mini Fork,109,207.13,507.17,55281.11,337,3,1,0,Wallace PLC,3.8
STEEL-13241,2026-02-25,Hyderabad,Bowls,Soup Bowl,46,105.5,159.28,7326.86,508,1,2,0,"Roberts, Vasquez and May",
STEEL-13242,2026-01-04,Pune,Glasses,Water Glass,59,45.31,91.44,5394.89,451,0,1,0,"Kent, Schmidt and Frazier",3.6
STEEL-13243,2026-04-07,Delhi,Forks,Fruit Fork,130,260.96,581.31,75570.35,434,5,0,0,"Bush, Brooks and Collier",4.2
STEEL-13244,2023-06-09,Ahmedabad,Spoons,Dessert Spoon,74,71.1,132.07,9773.27,254,4,0,0,Berry Inc,4.7
STEEL-13245,2024-12-28,Delhi,Spoons,Dessert Spoon,23,174.69,240.35,5528.0,270,4,2,0,"Maldonado, Shelton and Martin",4.0
STEEL-13246,2025-01-13,Delhi,Glasses,Tall Glass,98,188.23,352.35,34529.83,181,3,0,1,Carter LLC,4.1
STEEL-13247,2025-03-28,Mumbai,Forks,Dinner Fork,91,76.41,151.37,13774.98,287,5,3,1,,4.0
STEEL-13248,2025-10-22,Pune,Plates,Steel Plate,59,86.75,151.19,8920.25,311,0,3,0,Atkins-Ortega,3.5
STEEL-13249,2025-09-05,Delhi,Bowls,Serving Bowl,111,35.34,54.59,6058.99,230,3,0,0,Sanford Group,4.0
STEEL-13250,2023-09-30,Hyderabad,Spoons,Dessert Spoon,105,92.65,172.86,18150.67,553,3,0,1,Hall LLC,4.4
STEEL-13251,2025-03-10,Hyderabad,Glasses,Juice Glass,144,62.51,101.69,14643.44,219,4,3,0,Collins-Walters,3.2
STEEL-13252,2025-08-12,Hyderabad,Knives,Kitchen Knife,61,278.58,670.42,40895.8,175,3,0,0,Mitchell Inc,3.3
STEEL-13253,2023-07-20,Mumbai,Glasses,Tall Glass,43,214.18,410.37,17646.12,347,0,1,1,Mcclure-Wagner,4.7
STEEL-13254,2023-05-14,Pune,Knives,Fruit Knife,122,247.83,595.05,72596.08,220,1,2,1,"Adams, Lucas and Hopkins",2.6
STEEL-13255,2023-05-02,Pune,Spoons,Tea Spoon,14,271.9,474.26,6639.69,134,5,2,0,"Evans, Rangel and Randolph",3.6
STEEL-13256,2024-06-30,Delhi,Spatulas,Flat Spatula,32,201.43,416.83,13338.4,156,1,2,1,Stevenson-Olson,4.2
STEEL-13257,2024-05-11,Hyderabad,Glasses,Water Glass,89,20.45,24.87,2213.59,446,2,3,0,Jackson and Sons,3.1
STEEL-13258,2023-11-28,Pune,Bowls,Serving Bowl,84,246.83,518.73,43573.16,343,1,1,1,Gray-Cook,4.9
STEEL-13259,2023-05-31,Delhi,Glasses,Tall Glass,85,135.92,322.58,27419.49,578,1,1,0,"Lopez, Craig and Peterson",2.8
STEEL-13260,2023-07-12,Delhi,Bowls,Serving Bowl,13,85.35,117.65,1529.4,224,5,3,0,Taylor-Parks,3.9
STEEL-13261,2026-03-30,Hyderabad,Spoons,Tea Spoon,124,88.97,219.73,27246.14,545,1,3,0,Tapia-Riggs,4.7
STEEL-13262,2025-04-25,Pune,Plates,Thali Plate,18,209.79,483.46,8702.22,358,2,2,1,Davis LLC,3.4
STEEL-13263,2024-01-09,Hyderabad,Bowls,Serving Bowl,99,191.31,456.99,45242.44,294,1,2,1,Jordan-Green,2.6
STEEL-13264,2024-11-30,Delhi,Glasses,Juice Glass,102,123.42,173.82,17730.13,597,5,3,1,Patel-Nelson,3.8
STEEL-13265,2024-12-19,Hyderabad,Glasses,Water Glass,120,172.12,242.46,29095.65,447,3,2,0,,4.4
STEEL-13266,2024-02-28,Hyderabad,Glasses,Water Glass,53,46.63,94.8,5024.49,154,0,2,0,Munoz-Valencia,4.4
STEEL-13267,2025-07-23,Pune,Bowls,Soup Bowl,58,31.08,61.15,3546.74,546,5,0,0,Jones PLC,4.4
STEEL-13268,2025-11-01,Pune,Glasses,Water Glass,48,16.31,35.84,1720.1,297,5,2,1,Thompson-Smith,3.9
STEEL-13269,2025-05-16,Hyderabad,Glasses,Water Glass,23,174.21,408.71,9400.23,96,2,3,0,,3.8
STEEL-13270,2025-04-18,Delhi,Spoons,Serving Spoon,67,293.04,482.18,32306.16,155,3,3,1,Henson Ltd,4.3
STEEL-13271,2025-06-03,Mumbai,Forks,Dinner Fork,46,153.87,310.61,14287.91,185,2,0,0,Cook-Duncan,4.4
STEEL-13272,2025-12-12,Mumbai,Glasses,Water Glass,17,192.26,425.56,7234.6,93,4,1,0,Patterson-Black,3.7
STEEL-13273,2025-01-26,Mumbai,Spatulas,Flat Spatula,23,223.76,496.14,11411.31,473,5,2,1,Ross LLC,4.9
STEEL-13274,2023-10-10,Pune,Forks,Dinner Fork,62,138.08,307.79,19082.99,550,1,1,0,Hensley-Davis,2.6
STEEL-13275,2025-03-24,Pune,Forks,Fruit Fork,99,59.47,78.35,7756.57,576,2,1,0,"Jordan, Hill and Rivers",4.1
STEEL-13276,2025-12-27,Ahmedabad,Spoons,Tea Spoon,123,211.13,399.39,49125.5,197,3,3,0,Williams Ltd,
STEEL-13277,2025-11-25,Hyderabad,Bowls,Serving Bowl,123,134.01,192.63,23693.68,179,4,1,0,"Brown, Chaney and Walters",2.6
STEEL-13278,2023-05-14,Mumbai,Knives,Butter Knife,116,289.3,456.69,52976.04,554,4,2,1,"Gentry, Rios and Jennings",4.7
STEEL-13279,2024-12-15,Delhi,Forks,Fruit Fork,100,93.85,228.46,22845.55,237,3,2,1,"Cox, Tucker and Thompson",4.2
STEEL-13280,2024-11-27,Delhi,Forks,Dinner Fork,142,23.04,33.8,4799.27,318,5,1,0,,4.2
STEEL-13281,2024-05-23,Delhi,Bowls,Soup Bowl,88,114.08,219.09,19280.16,408,4,1,1,Spears Group,3.1
STEEL-13282,2025-04-16,Delhi,Knives,Kitchen Knife,86,201.14,316.16,27190.18,270,5,3,0,Thompson Ltd,3.2
STEEL-13283,2025-03-06,Hyderabad,Spatulas,BBQ Spatula,73,131.44,176.11,12856.17,139,0,3,0,Barnes PLC,2.6
STEEL-13284,2025-10-14,Pune,Forks,Dinner Fork,111,15.69,27.47,3049.25,203,1,1,1,Mckinney-Zimmerman,
STEEL-13285,2024-12-29,Mumbai,Spoons,Dessert Spoon,44,28.24,58.37,2568.38,471,2,0,1,"Martin, Dunn and Shepard",3.8
STEEL-13286,2025-07-19,Pune,Knives,Fruit Knife,45,183.07,419.8,18891.12,146,2,2,1,Stephens Ltd,4.6
STEEL-13287,2025-02-08,Delhi,Forks,Mini Fork,10,133.32,321.89,3218.92,206,2,2,0,"Andersen, Dean and Hall",3.2
STEEL-13288,2023-04-30,Hyderabad,Spoons,Serving Spoon,118,204.54,256.43,30258.16,202,5,3,1,Roberts Inc,4.9
STEEL-13289,2025-06-06,Delhi,Spatulas,Cooking Spatula,65,167.55,374.84,24364.44,461,1,3,1,"Strickland, Mason and Torres",3.2
STEEL-13290,2023-09-21,Pune,Bowls,Serving Bowl,76,60.03,146.25,11114.86,365,5,3,1,"Wise, Lawson and Norman",4.2
STEEL-13291,2024-03-31,Mumbai,Plates,Thali Plate,29,299.9,383.77,11129.38,101,5,0,1,"Richardson, Campbell and Jackson",4.1
STEEL-13292,2023-12-18,Delhi,Bowls,Serving Bowl,13,234.48,481.63,6261.14,184,5,1,1,Ramos-Jefferson,3.7
STEEL-13293,2023-10-12,Ahmedabad,Bowls,Soup Bowl,133,179.91,287.97,38299.66,623,2,3,0,"Brown, Holloway and Lopez",4.6
STEEL-13294,2024-06-09,Delhi,Spoons,Dessert Spoon,24,117.14,217.02,5208.56,375,2,0,0,"Smith, Brown and Sanders",4.0
STEEL-13295,2023-11-14,Pune,Knives,Butter Knife,102,136.08,269.01,27438.89,483,5,2,0,Braun Inc,4.2
STEEL-13296,2023-06-19,Hyderabad,Knives,Kitchen Knife,124,70.65,164.47,20394.78,560,2,2,1,Weaver and Sons,3.3
STEEL-13297,2025-08-28,Pune,Glasses,Water Glass,66,142.58,180.59,11919.11,460,4,0,0,Gomez Group,2.9
STEEL-13298,2025-09-22,Delhi,Spatulas,Flat Spatula,52,265.12,547.4,28464.82,526,5,0,1,Davis-Copeland,4.7
STEEL-13299,2025-03-01,Ahmedabad,Spatulas,Cooking Spatula,61,298.77,412.78,25179.35,496,5,1,0,Anderson-Morgan,3.1
STEEL-13300,2024-05-29,Mumbai,Glasses,Water Glass,148,60.72,78.69,11645.83,431,4,1,1,Baldwin LLC,4.7
STEEL-13301,2023-11-22,Mumbai,Forks,Fruit Fork,30,71.08,142.58,4277.52,93,5,2,0,"Franco, Barnes and Smith",4.6
STEEL-13302,2024-05-09,Delhi,Knives,Fruit Knife,59,54.59,126.02,7435.29,186,2,1,1,Stewart PLC,4.2
STEEL-13303,2023-09-03,Ahmedabad,Glasses,Juice Glass,147,235.5,401.47,59016.74,240,4,3,1,"Spencer, Kim and Nguyen",4.2
STEEL-13304,2024-06-26,Mumbai,Knives,Fruit Knife,77,200.63,490.57,37773.59,456,0,1,0,Franklin Inc,2.7
STEEL-13305,2024-01-11,Ahmedabad,Bowls,Serving Bowl,132,276.03,481.57,63566.9,588,3,0,0,"Johnson, Stevens and Mitchell",3.0
STEEL-13306,2023-10-12,Ahmedabad,Forks,Mini Fork,62,271.1,365.41,22655.18,182,4,3,1,"Young, Rhodes and Stokes",3.8
STEEL-13307,2024-03-18,Mumbai,Spatulas,BBQ Spatula,135,181.76,285.39,38527.94,471,5,2,0,"Hernandez, Garza and Gordon",3.5
STEEL-13308,2023-12-19,Ahmedabad,Spoons,Serving Spoon,49,263.91,508.32,24907.85,295,0,1,0,Martinez Inc,4.1
STEEL-13309,2025-01-02,Pune,Glasses,Water Glass,31,248.25,371.17,11506.2,425,0,1,1,,2.6
STEEL-13310,2026-02-04,Pune,Knives,Butter Knife,5,107.38,250.98,1254.88,218,2,3,0,Taylor-Benton,4.8
STEEL-13311,2026-02-05,Mumbai,Spoons,Tea Spoon,90,153.89,261.33,23520.02,315,1,3,1,Reese-King,2.5
STEEL-13312,2025-02-07,Mumbai,Knives,Kitchen Knife,33,44.27,95.67,3157.14,513,0,2,1,Brooks and Sons,4.2
STEEL-13313,2026-04-12,Hyderabad,Bowls,Soup Bowl,25,40.05,89.11,2227.85,198,5,2,1,"Guzman, Gibson and Roach",2.9
STEEL-13314,2025-03-28,Pune,Spatulas,Cooking Spatula,91,281.39,443.88,40393.44,506,5,1,1,Turner Group,3.5
STEEL-13315,2024-04-28,Pune,Forks,Fruit Fork,115,284.45,592.43,68129.43,355,0,1,0,Wilson-Gibson,3.9
STEEL-13316,2025-04-13,Mumbai,Spatulas,Flat Spatula,73,36.99,66.69,4868.06,243,5,1,1,Harris-Bryan,3.5
STEEL-13317,2024-10-14,Mumbai,Glasses,Juice Glass,51,43.65,62.22,3172.99,384,3,3,1,"Donovan, Moreno and Bennett",4.6
STEEL-13318,2025-03-14,Hyderabad,Forks,Mini Fork,146,222.82,429.81,62752.29,463,5,2,0,"Liu, Woods and Bryant",4.8
STEEL-13319,2026-03-28,Mumbai,Plates,Thali Plate,141,264.12,446.04,62891.34,476,0,0,0,"Howard, Carter and Martinez",3.3
STEEL-13320,2025-01-12,Hyderabad,Plates,Steel Plate,111,178.69,417.15,46303.65,368,5,3,1,"Davidson, Alexander and Mccullough",4.7
STEEL-13321,2025-08-26,Mumbai,Spoons,Dessert Spoon,35,53.13,71.24,2493.36,381,0,0,0,"Osborne, Cohen and Lawrence",3.8
STEEL-13322,2024-02-07,Hyderabad,Knives,Fruit Knife,142,192.77,424.93,60339.75,524,1,1,1,Burgess-Valdez,4.6
STEEL-13323,2025-06-02,Ahmedabad,Glasses,Juice Glass,96,30.31,73.73,7078.41,363,5,1,0,Hill-Williams,3.2
STEEL-13324,2025-01-05,Mumbai,Glasses,Juice Glass,128,128.34,200.25,25631.78,545,5,2,1,Mitchell-Bell,2.9
STEEL-13325,2023-06-24,Pune,Bowls,Soup Bowl,33,59.93,91.61,3023.18,405,1,0,1,Morales and Sons,4.2
STEEL-13326,2025-03-07,Pune,Spatulas,Flat Spatula,132,270.71,593.02,78278.08,536,2,3,1,Knapp-Wolf,4.6
STEEL-13327,2025-12-13,Pune,Spatulas,BBQ Spatula,77,65.82,91.46,7042.35,203,2,3,1,Davenport-Taylor,3.7
STEEL-13328,2025-02-20,Pune,Bowls,Serving Bowl,30,162.72,379.32,11379.51,335,3,2,1,"Cooper, Alvarez and Brown",3.1
STEEL-13329,2025-11-16,Delhi,Forks,Dinner Fork,19,116.96,159.1,3022.96,426,4,1,0,Mitchell-Ray,4.7
STEEL-13330,2025-08-17,Pune,Plates,Round Plate,19,31.68,61.71,1172.41,181,3,2,1,"Hunt, White and Lopez",2.7
STEEL-13331,2023-06-24,Pune,Forks,Dinner Fork,106,56.59,132.51,14046.03,416,1,2,1,"Taylor, Walsh and Lewis",3.6
STEEL-13332,2025-01-28,Delhi,Spatulas,Flat Spatula,45,277.59,639.42,28773.68,542,2,3,1,"Bennett, Bailey and Dorsey",3.8
STEEL-13333,2023-08-26,Mumbai,Spatulas,Flat Spatula,46,290.93,544.67,25054.93,536,5,2,1,Robinson-Scott,4.5
STEEL-13334,2023-06-27,Pune,Plates,Round Plate,50,191.87,450.72,22536.18,495,0,0,0,"Montgomery, Garza and Smith",3.6
STEEL-13335,2025-02-06,Hyderabad,Forks,Dinner Fork,77,255.11,320.13,24650.02,542,0,0,1,Anderson PLC,2.6
STEEL-13336,2024-02-06,Pune,Glasses,Tall Glass,66,96.58,180.01,11880.35,444,4,2,1,"Sanchez, Orozco and Jones",4.3
STEEL-13337,2023-09-27,Delhi,Forks,Mini Fork,45,90.76,164.24,7390.8,307,3,3,1,Castaneda-Lopez,4.9
STEEL-13338,2026-04-11,Delhi,Plates,Round Plate,79,178.28,236.33,18669.84,358,0,0,1,Powell Ltd,4.0
STEEL-13339,2023-06-07,Delhi,Knives,Butter Knife,147,46.95,81.71,12011.82,364,0,2,0,Villarreal Ltd,4.8
STEEL-13340,2025-05-01,Pune,Bowls,Rice Bowl,50,81.12,155.56,7777.92,206,4,3,1,"Rogers, Wall and Fleming",3.4
STEEL-13341,2025-08-12,Delhi,Plates,Steel Plate,29,75.89,160.33,4649.44,90,1,2,1,Cooper LLC,4.8
STEEL-13342,2023-12-05,Delhi,Forks,Mini Fork,43,186.11,323.19,13897.07,139,1,2,1,Barnes-Rogers,3.9
STEEL-13343,2026-03-06,Ahmedabad,Spatulas,Flat Spatula,58,244.48,302.75,17559.54,349,1,2,1,"Rojas, Gutierrez and Rivera",
STEEL-13344,2025-07-14,Hyderabad,Plates,Steel Plate,95,138.6,237.21,22535.39,203,1,0,0,Sparks and Sons,2.8
STEEL-13345,2025-01-28,Delhi,Bowls,Serving Bowl,68,89.45,170.86,11618.49,242,1,2,1,Johnson-Bates,3.3
STEEL-13346,2024-12-21,Pune,Spatulas,Flat Spatula,90,155.17,349.52,31456.46,568,2,3,1,Dyer-Graham,4.9
STEEL-13347,2025-08-12,Delhi,Plates,Round Plate,85,296.97,489.99,41649.21,436,5,3,1,Williams Ltd,4.2
STEEL-13348,2024-08-31,Pune,Spatulas,Flat Spatula,76,213.71,419.13,31853.53,356,2,2,0,Mccall-Hendrix,4.6
STEEL-13349,2025-05-02,Pune,Spatulas,Flat Spatula,94,218.71,385.71,36256.63,495,0,3,0,"Torres, Alvarez and Jimenez",
STEEL-13350,2026-02-06,Delhi,Forks,Dinner Fork,123,250.74,568.86,69969.47,313,1,2,0,"Spencer, Jones and White",4.4
STEEL-13351,2024-09-26,Mumbai,Bowls,Serving Bowl,140,62.2,122.26,17117.0,446,2,3,0,"Tran, Rodriguez and Barber",2.6
STEEL-13352,2025-10-26,Hyderabad,Spoons,Tea Spoon,54,103.66,221.11,11939.81,220,0,0,1,Burke-Miller,3.4
STEEL-13353,2025-02-01,Delhi,Knives,Butter Knife,58,265.51,417.37,24207.23,251,2,0,1,Reed Inc,3.3
STEEL-13354,2024-03-14,Pune,Bowls,Soup Bowl,111,20.98,32.26,3580.37,395,5,0,0,Jackson LLC,2.8
STEEL-13355,2024-11-03,Delhi,Spatulas,Cooking Spatula,14,53.64,105.52,1477.21,72,4,3,1,Pearson and Sons,4.5
STEEL-13356,2025-02-23,Hyderabad,Knives,Butter Knife,132,104.08,240.85,31791.8,282,3,3,1,Henderson Ltd,3.8
STEEL-13357,2024-03-15,Delhi,Glasses,Water Glass,120,58.5,142.12,17054.68,212,3,3,0,Perry-Larson,4.6
STEEL-13358,2025-07-30,Mumbai,Spoons,Dessert Spoon,83,129.42,265.41,22028.86,555,1,0,0,Pugh Inc,3.4
STEEL-13359,2024-06-24,Hyderabad,Forks,Fruit Fork,39,73.91,153.42,5983.45,179,1,1,0,Mitchell-Dunn,4.0
STEEL-13360,2024-04-04,Pune,Spoons,Tea Spoon,37,209.88,470.85,17421.57,239,2,2,0,Valenzuela Inc,3.4
STEEL-13361,2024-12-14,Ahmedabad,Knives,Fruit Knife,114,207.45,344.18,39236.2,451,4,3,1,Pace Group,3.6
STEEL-13362,2026-03-13,Hyderabad,Forks,Mini Fork,122,193.27,338.47,41293.69,570,0,0,1,Elliott Ltd,4.1
STEEL-13363,2024-10-06,Hyderabad,Spatulas,Cooking Spatula,6,151.0,222.16,1332.98,293,5,1,1,Perez Group,3.6
STEEL-13364,2026-02-13,Mumbai,Spatulas,Cooking Spatula,48,220.27,439.41,21091.59,429,4,0,1,West PLC,3.0
STEEL-13365,2026-01-10,Delhi,Knives,Fruit Knife,123,157.79,242.9,29877.0,190,0,1,0,,3.1
STEEL-13366,2024-02-23,Ahmedabad,Plates,Thali Plate,113,165.64,288.15,32560.78,599,1,2,1,Simpson Group,4.6
STEEL-13367,2023-11-29,Ahmedabad,Forks,Dinner Fork,117,296.86,447.85,52398.32,546,1,3,1,Wright-King,2.9
STEEL-13368,2024-10-09,Mumbai,Forks,Fruit Fork,72,29.53,62.92,4530.23,384,0,2,0,"Martinez, Russo and Lane",4.4
STEEL-13369,2024-11-29,Delhi,Bowls,Rice Bowl,144,217.65,512.36,73780.02,199,1,1,1,"Taylor, Cordova and Ruiz",4.0
STEEL-13370,2025-06-20,Pune,Glasses,Juice Glass,137,251.28,348.15,47696.99,530,3,0,0,Peters Inc,2.5
STEEL-13371,2025-08-10,Pune,Knives,Kitchen Knife,48,202.4,432.76,20772.54,241,1,0,0,Baker-Rodriguez,2.6
STEEL-13372,2024-02-15,Mumbai,Spoons,Serving Spoon,110,252.5,482.52,53077.03,576,0,0,0,Taylor Inc,4.8
STEEL-13373,2024-05-24,Ahmedabad,Plates,Thali Plate,132,251.17,337.85,44595.74,332,0,1,0,King-Ruiz,4.0
STEEL-13374,2025-10-22,Ahmedabad,Plates,Steel Plate,10,177.45,252.63,2526.33,102,2,2,1,Washington and Sons,3.0
STEEL-13375,2025-11-20,Hyderabad,Spatulas,Flat Spatula,118,123.77,233.24,27522.63,396,2,1,0,Jones-Fowler,3.1
STEEL-13376,2023-07-06,Ahmedabad,Glasses,Tall Glass,147,234.4,545.6,80203.67,317,0,1,1,Lozano-Keller,3.0
STEEL-13377,2023-12-27,Ahmedabad,Glasses,Water Glass,147,122.41,217.85,32023.38,643,1,3,1,"Mcmahon, Santana and Smith",2.6
